"P001001","P006001","P006002","P006003","P006005","P006008","P007010","H011001","H011002","H011003","H011004","H011006","H011009","P148B009","P148D017","PCT038016","PCT038017","PCT038018","PCT038019","NAME","state","county",
"2693","2693","2664","0","8","6","2","1145","906","902","0","2","0","0","0","5","2","4","3","Potter County","46","107",
"10016","10016","6862","7","47","140","42","3683","2538","2229","0","8","18","0","1","27","4","7","5","Roberts County","46","109",
"2675","2675","2622","3","14","10","41","1043","810","804","0","2","0","0","0","4","10","0","5","Sanborn County","46","111",
"12466","12466","624","15","48","56","171","2785","1380","72","0","13","11","0","8","16","0","0","0","Shannon County","46","113",
"7454","7454","7256","8","5","50","26","2847","2102","2092","2","0","4","0","0","20","8","12","0","Spink County","46","115",
"2772","2772","2575","9","12","50","3","1111","851","834","2","0","9","0","0","9","3","7","2","Stanley County","46","117",
"1556","1556","1521","2","4","18","3","630","478","476","0","0","0","0","0","7","4","0","0","Sully County","46","119",
"9050","9050","1253","0","24","289","81","2462","1109","294","0","3","54","0","2","11","0","0","8","Todd County","46","121",
"6430","6430","5651","0","3","89","46","2550","1912","1840","0","0","15","0","0","8","9","9","0","Tripp County","46","123",
"8849","8849","8753","5","8","43","15","3510","2715","2703","0","2","8","0","0","17","15","15","8","Turner County","46","125",
"12584","12584","12129","32","216","56","168","4927","3670","3630","10","12","0","0","22","104","39","33","85","Union County","46","127",
"5974","5974","5195","0","14","71","56","2506","1785","1739","0","6","8","0","0","17","4","0","0","Walworth County","46","129",
"21652","21652","20566","228","75","257","384","8187","5654","5533","14","0","35","5","0","87","44","23","44","Yankton County","46","135",
"2519","2519","668","0","7","38","16","741","442","229","0","2","11","0","0","0","0","2","0","Ziebach County","46","137",
"71330","71330","66454","2727","513","944","634","29780","21585","20697","545","76","148","21","79","446","169","114","48","Anderson County","47","001",
"37586","37586","32686","3131","180","387","2769","13905","10223","9423","647","31","65","7","0","97","7","20","21","Bedford County","47","003",
"16537","16537","15863","404","24","137","82","6863","5531","5368","86","0","52","5","0","14","9","8","0","Benton County","47","005",
"12367","12367","11765","436","9","127","116","4430","3618","3568","21","0","25","0","0","57","12","7","3","Bledsoe County","47","007",
"105823","105823","100042","3106","638","1438","749","42667","32382","31315","681","73","219","26","35","409","225","144","143","Blount County","47","009",
"87965","87965","82064","3180","480","1248","1983","34281","23501","22635","496","73","165","34","6","225","118","38","156","Bradley County","47","011",
"39854","39854","38950","75","87","541","283","16125","11842","11628","14","9","146","0","10","65","26","32","14","Campbell County","47","013",
"12826","12826","12478","130","4","123","126","4998","3924","3834","44","0","38","0","0","35","15","4","6","Cannon County","47","015",
"29475","29475","26036","2824","50","362","412","11779","9307","8434","784","2","56","10","0","100","14","29","43","Carroll County","47","017",
"56742","56742","55454","474","97","508","480","23486","17585","17368","82","0","101","23","0","82","14","51","13","Carter County","47","019",
"35912","35912","34650","544","60","348","436","12878","10766","10466","157","14","74","0","2","152","82","55","29","Cheatham County","47","021",
"15540","15540","13618","1635","17","265","54","5660","4375","3998","334","0","43","5","0","49","8","19","9","Chester County","47","023",
"29862","29862","29148","287","78","244","144","11799","9264","9112","78","7","43","0","0","50","13","16","30","Claiborne County","47","025",
"7976","7976","7697","149","33","68","46","3379","2702","2634","39","6","7","0","3","14","2","6","0","Clay County","47","027",
"33565","33565","32110","749","62","442","261","13762","10388","10125","135","21","80","0","5","46","11","28","33","Cocke County","47","029",
"48014","48014","44832","1620","404","439","1036","18885","13497","13001","320","39","69","24","8","161","43","64","61","Coffee County","47","031",
"14532","14532","11907","2094","22","105","776","5632","4219","3641","536","2","21","0","7","26","2","12","11","Crockett County","47","033",
"46802","46802","46063","70","154","331","594","19508","15729","15513","19","22","104","9","16","112","21","44","80","Cumberland County","47","035",
"569891","569891","382008","147862","11691","12417","25597","237405","131384","104747","22549","1577","1524","2099","744","3075","1420","1319","1995","Davidson County","47","037",
"11731","11731","10980","390","51","89","270","4908","3929","3772","92","10","20","0","0","14","7","4","6","Decatur County","47","039",
"17423","17423","16607","323","87","163","501","6984","5235","5108","96","0","27","5","0","35","13","18","30","DeKalb County","47","041",
"43156","43156","40431","1952","62","487","363","16473","12528","11975","417","2","89","0","0","170","67","30","65","Dickson County","47","043",
"37279","37279","32034","4704","112","288","418","14751","9676","8868","705","8","64","8","10","151","39","62","44","Dyer County","47","045",
"28806","28806","17900","10467","69","218","186","10467","8409","5914","2410","17","42","50","0","189","41","74","35","Fayette County","47","047",
"16625","16625","16551","23","1","36","118","6693","5294","5288","0","2","4","0","0","40","21","6","8","Fentress County","47","049",
"39270","39270","36194","2042","155","592","502","15003","11773","11080","541","16","115","6","4","126","48","36","29","Franklin County","47","051",
"48152","48152","37900","9435","107","358","511","19518","14075","12025","1946","22","60","23","10","128","77","49","35","Gibson County","47","053",
"29447","29447","25562","3297","132","247","280","11713","8831","7910","803","33","73","6","19","158","37","6","17","Giles County","47","055",
"20659","20659","20352","51","8","109","250","8270","6917","6845","17","0","21","0","0","34","21","26","13","Grainger County","47","057",
"62909","62909","60451","1352","222","547","740","25756","19748","19288","292","43","90","12","25","74","46","59","61","Greene County","47","059",
"14332","14332","14168","9","3","79","138","5562","4564","4530","0","2","16","0","0","15","6","2","5","Grundy County","47","061",
"58128","58128","52933","2301","252","529","3268","23211","16836","16048","586","35","63","15","11","236","66","47","93","Hamblen County","47","063",
"307896","307896","235157","61850","3852","3531","5329","124444","82055","70217","10260","686","501","472","204","1654","779","884","941","Hamilton County","47","065",
"6786","6786","6603","33","26","101","30","2769","2178","2122","4","7","37","0","0","13","0","0","5","Hancock County","47","067",
"28105","28105","16070","11350","101","378","307","9412","6978","4710","2169","10","73","67","0","49","8","27","5","Hardeman County","47","069",
"25578","25578","24368","778","71","230","289","10426","8055","7739","221","18","45","0","9","75","19","10","10","Hardin County","47","071",
"53563","53563","52050","853","171","231","355","21936","17258","16899","234","38","57","8","10","153","49","67","44","Hawkins County","47","073",
"19797","19797","9241","10130","23","72","475","7558","4977","2921","1975","0","28","58","12","44","0","16","7","Haywood County","47","075",
"25522","25522","23071","2071","20","231","195","10306","8160","7524","556","7","41","42","0","30","31","15","40","Henderson County","47","077",
"31115","31115","27661","2898","78","312","249","13019","10073","9315","711","5","25","26","0","95","17","25","14","Henry County","47","079",
"22295","22295","20955","999","23","194","191","8081","6480","6255","141","0","55","0","0","23","14","48","5","Hickman County","47","081",
"8088","8088","7691","194","36","88","86","3216","2475","2396","48","3","16","0","0","11","3","5","10","Houston County","47","083",
"17929","17929","17064","482","123","169","182","7238","5641","5449","114","20","46","0","8","35","12","21","4","Humphreys County","47","085",
"10984","10984","10673","2","27","170","108","4466","3608","3532","0","9","55","0","3","10","7","0","2","Jackson County","47","087",
"44294","44294","42349","1088","84","292","687","17155","13369","13017","248","17","32","0","6","100","32","26","49","Jefferson County","47","089",
"17499","17499","16947","323","31","91","145","6827","5438","5394","6","10","11","0","0","0","25","18","0","Johnson County","47","091",
"382032","382032","336204","33069","4548","5056","4431","157872","105594","98265","5523","630","783","386","353","2617","1210","1026","1282","Knox County","47","093",
"7954","7954","5285","2546","0","68","61","2410","1447","1294","148","0","3","0","0","5","6","4","0","Lake County","47","095",
"27101","27101","17217","9464","108","175","238","9567","6217","4782","1391","5","23","33","0","19","20","30","18","Lauderdale County","47","097",
"39926","39926","38765","585","23","319","489","15480","11934","11695","109","7","92","35","0","69","25","44","39","Lawrence County","47","099",
"11367","11367","10987","171","22","91","170","4381","3482","3398","30","0","47","0","8","28","9","6","0","Lewis County","47","101",
"31340","31340","28448","2294","94","288","371","12503","9533","8961","470","20","55","0","0","142","54","39","34","Lincoln County","47","103",
"39086","39086","37635","423","80","441","847","15944","12617","12334","112","17","114","0","7","177","91","51","71","Loudon County","47","105",
"49015","49015","45547","2278","205","579","823","19721","14936","14187","513","31","131","32","5","164","71","36","26","McMinn County","47","107",
"24653","24653","22659","1431","73","304","267","9980","7983","7493","403","21","54","4","6","20","12","24","59","McNairy County","47","109",
"20386","20386","19911","24","31","141","443","7916","6224","6182","0","2","25","0","6","39","19","12","20","Macon County","47","111",
"91837","91837","59882","29671","557","832","1502","35552","23815","18213","5337","87","126","228","21","629","234","193","249","Madison County","47","113",
"27776","27776","26227","1174","103","150","96","11037","8890","8523","309","17","31","0","0","95","58","17","33","Marion County","47","115",
"26767","26767","24070","2122","18","220","663","10307","7526","7031","426","5","49","12","0","126","25","47","17","Marshall County","47","117",
"69498","69498","57229","10080","123","845","2058","26444","19241","16912","2098","21","105","32","7","536","218","96","122","Maury County","47","119",
"11086","11086","10835","144","1","39","44","4304","3527","3456","50","1","2","0","0","25","0","8","1","Meigs County","47","121",
"38961","38961","36951","965","135","530","654","15329","12009","11542","290","17","101","4","0","133","66","5","16","Monroe County","47","123",
"134768","134768","98919","25365","2448","4298","7125","48330","30685","24940","4572","267","337","216","32","615","190","162","160","Montgomery County","47","125",
"5740","5740","5452","218","9","50","0","2211","1850","1769","48","4","29","0","0","0","27","8","12","Moore County","47","127",
"19757","19757","19026","439","35","153","140","6990","5791","5729","0","0","44","0","0","42","0","0","0","Morgan County","47","129",
"32450","32450","28628","3132","59","291","571","13182","9431","8821","507","10","60","8","11","99","26","36","33","Obion County","47","131",
"20118","20118","19849","42","65","70","156","8110","6555","6487","9","14","24","0","0","14","16","0","0","Overton County","47","133",
"7631","7631","7407","115","0","63","77","3023","2594","2521","39","0","18","3","0","17","16","0","14","Perry County","47","135",
"4945","4945","4885","15","0","12","26","2091","1762","1756","2","0","4","0","0","6","9","5","2","Pickett County","47","137",
"16050","16050","15767","22","12","194","98","6448","5208","5139","9","0","54","0","0","68","10","12","0","Polk County","47","139",
"62315","62315","58917","1038","581","658","1947","24865","16317","15967","179","72","78","32","33","217","85","71","77","Putnam County","47","141",
"28400","28400","27087","561","50","388","402","11184","8431","8214","94","0","91","1","0","109","35","16","0","Rhea County","47","143",
"51910","51910","49521","1336","239","498","350","21200","16438","15928","304","49","98","16","15","152","91","62","81","Roane County","47","145",
"54433","54433","48443","4674","171","509","1474","19906","15229","14192","898","21","66","31","0","277","73","93","89","Robertson County","47","147",
"182023","182023","156205","17114","3253","2432","5030","66443","46408","42200","3037","615","237","156","84","1366","484","375","171","Rutherford County","47","149",
"21127","21127","20769","4","34","184","76","8203","6279","6201","0","0","57","0","0","28","6","53","17","Scott County","47","151",
"11370","11370","11139","14","73","127","40","4463","3402","3363","0","11","28","0","0","19","10","0","0","Sequatchie County","47","153",
